customer_id,age,region,tenure,avg_monthly_spend,support_tickets,login_frequency,churn_flag
305,36,East,9,433.72760894407,4,6,0
306,65,South,6,151.49359846657967,3,12,0
307,33,South,9,219.61137413136737,2,17,0
308,20,East,39,257.779766125572,2,28,0
309,37,West,31,266.40770033888134,5,13,0
310,41,South,32,245.83117966491056,3,29,0
311,50,North,41,471.808982397139,5,17,0
312,41,West,50,367.7085534488111,2,12,0
313,69,South,12,334.0267906805179,3,10,0
314,28,South,8,72.4289125023237,8,20,1
315,66,North,8,456.7609986171686,4,29,0
316,25,North,50,459.2255864037783,6,20,0
317,53,East,28,401.09587854354606,9,15,0
318,55,West,20,53.16314171612862,1,22,0
319,57,West,47,75.7761129849305,4,16,1
320,37,East,59,151.35066602082037,8,7,0
321,52,West,7,109.10723366520801,2,18,0
322,65,West,11,229.47621336667825,8,19,0
323,42,West,20,465.18037613950537,5,14,0
324,52,West,16,262.42719538864924,3,8,0
325,42,West,4,56.03118189447453,6,19,1
326,46,North,6,177.2355603104429,7,9,0
327,35,West,58,70.0677087678327,5,11,0
328,63,North,22,66.32943017607597,4,20,0
329,35,West,26,174.07393389299853,5,22,0
330,19,East,3,174.02555240552545,4,19,0
331,52,South,41,404.20697117072183,7,29,0
332,33,North,42,488.67559375150034,0,0,0
333,58,West,14,217.04319225049923,6,24,0
334,53,East,11,242.99909548746737,9,19,0
335,50,South,18,430.15524632870967,9,8,0
336,21,North,54,170.662559042981,1,21,0
337,50,South,12,120.37181198155157,8,14,0
338,31,East,23,433.8903305316427,0,0,0
339,38,North,12,70.92526389802947,9,11,1
340,65,South,13,328.8647480897371,5,2,1
341,37,West,25,302.8967813600631,8,10,0
342,25,North,45,205.66420137576242,0,1,0
343,24,South,51,191.83528449381154,3,15,0
344,20,East,58,397.3359767817296,3,8,0
345,34,East,19,88.89107484314592,8,14,0
346,50,North,55,156.55293919012342,4,11,0
347,65,South,46,379.6019293271404,4,0,0
348,29,North,36,296.7442626768909,5,12,0
349,68,North,45,107.59469384011388,0,13,0
350,39,South,8,446.96102642692705,0,24,0
351,39,South,29,227.0515309536162,8,24,0
352,63,West,55,422.54076889497776,2,7,0
353,47,South,53,404.4708569874689,3,7,0
354,55,East,55,330.9914509122776,0,26,0
355,55,North,32,272.5165090827918,8,29,0
356,62,North,51,490.7978781717906,7,11,0
357,68,East,44,115.23428257091767,1,0,0
358,25,South,18,376.3200773980017,7,10,1
359,44,East,6,136.03581565915505,6,7,0
360,44,East,18,202.21839739955678,5,9,0
361,51,West,19,188.91443451793785,0,29,0
362,38,East,22,476.16619448242534,6,18,0
363,47,North,37,485.31028000472384,9,10,0
364,50,East,32,132.35694990562723,6,6,0
365,45,North,56,59.91582213387689,8,10,1
366,64,North,41,374.0036178484009,0,16,0
367,50,North,59,238.09547024171795,1,0,1
368,22,South,3,89.97811028940397,8,25,1
369,65,West,28,357.6893475096691,8,28,1
370,36,North,10,295.2974877173149,5,20,0
371,21,North,51,491.2325699004977,5,20,0
372,52,South,35,152.33427313762053,3,7,0
373,66,North,29,231.7900443469467,3,22,0
374,34,East,54,294.14561152794033,4,23,0
375,61,East,15,406.26499480400827,2,5,0
376,45,West,33,296.9773955240264,0,21,0
377,47,North,7,325.80507238787715,0,17,0
378,46,South,12,151.76617321547334,6,5,1
379,63,East,49,431.1134276398519,0,4,1
380,23,South,30,242.88374613671408,0,12,0
381,52,South,21,113.43183238479617,2,18,0
382,58,East,31,348.8845615274378,9,21,1
383,54,South,58,147.24070393338837,3,7,0
384,41,East,24,93.90312960768489,3,8,0
385,46,South,20,437.8941087819225,1,16,0
386,66,East,37,257.0730190197978,0,2,0
387,63,North,4,387.1776707130994,2,18,0
388,48,West,28,180.7644019128598,3,10,0
389,52,East,44,404.13656071294986,2,23,0
390,50,East,20,100.37116715968864,7,16,1
391,69,West,24,210.1880182076837,9,20,1
392,38,East,50,490.12781808808785,0,18,0
393,49,East,49,407.29537236560276,1,1,0
394,40,South,51,273.76516864160965,6,7,0
395,50,West,32,202.89986220284828,3,18,0
396,20,North,41,442.46106501011445,7,6,0
397,35,East,36,295.18149158803203,2,27,0
398,42,West,58,391.2912580411,5,26,0
399,59,South,53,389.34845614227385,8,16,1
400,48,North,34,58.07555535582132,0,5,1
401,20,West,36,106.81420225667605,0,18,0
402,57,North,2,346.833214877634,7,23,0
403,63,North,15,122.72891507864215,2,5,0
404,41,North,34,164.9720050950221,4,27,0
405,67,East,36,475.98707938982324,0,1,1
406,49,East,6,302.08201626871033,4,5,0
407,64,South,39,387.8282781497062,5,22,0
408,39,South,42,301.09133245218794,7,4,1
409,40,West,51,298.6311266522263,2,18,0
410,19,South,51,92.36835955656406,2,19,0
411,44,North,58,204.64843667409636,9,3,1
412,59,North,54,177.09390440893026,8,21,0
413,19,East,12,225.82776452612595,3,25,0
414,43,North,3,409.25488470094774,3,16,0
415,34,West,45,217.36970056258917,6,10,1
416,57,North,18,253.26356865425723,1,3,1
417,50,North,40,228.82162571839243,7,25,0
418,26,West,21,92.03358738888302,5,12,0
419,60,South,15,248.4824712128527,2,19,0
420,65,South,33,138.02417287003175,8,25,0
421,56,West,35,134.02548309786866,4,16,0
422,46,East,26,92.31624699541986,7,8,1
423,59,North,8,210.50193836379412,6,3,1
424,43,West,36,390.8668481552378,7,22,0
425,52,North,48,174.39876076252824,6,27,0
426,67,East,30,190.5570958484811,2,13,0
427,42,North,23,339.2035959525906,1,18,0
428,41,West,42,138.1283656641135,6,25,0
429,30,North,44,453.63106869059044,2,27,0
430,24,South,14,284.0857354631995,2,2,0
431,53,East,14,251.42132314409764,1,13,0
432,62,East,2,301.0190863681406,3,7,0
433,37,East,55,124.71544103728796,7,23,0
434,18,West,37,326.06291238762935,0,26,0
435,25,East,5,213.3953314853047,0,27,0
436,63,South,38,453.7338534340785,4,0,0
437,33,West,45,125.98439300495876,4,9,0
438,31,South,41,278.1729967394485,0,17,0
439,29,North,54,319.1506832160581,5,15,0
440,68,North,47,65.02262080387155,0,7,0
441,40,North,14,213.6619061402631,4,0,0
442,32,North,56,379.68585561537475,8,11,0
443,45,South,39,419.169878352038,4,7,0
444,51,West,25,190.92289766777705,5,23,0
445,19,West,20,409.36697257223807,7,15,0
446,49,East,2,485.49014469652496,0,17,0
447,40,South,39,435.59327123379234,1,3,1
448,39,North,6,102.93979467169635,8,5,0
449,68,South,17,382.87864943849326,2,11,0
450,42,East,59,193.85007459824513,5,26,0
451,39,East,25,494.78719523543447,4,8,0
452,39,South,57,268.4115424219492,1,14,0
453,66,South,28,105.09525426152346,6,15,0
454,69,South,2,376.33349661232586,3,23,0
455,59,West,35,195.35503927379622,0,11,0
456,23,North,37,498.68517068674777,3,23,0
457,32,South,5,490.9021060345348,5,22,0
458,60,South,1,345.2603081092613,6,13,0
459,54,South,40,108.42190202827291,6,12,0
460,50,East,12,359.0874489537631,6,24,1
461,25,East,56,91.86371890701224,2,1,1
462,61,West,36,63.213871596076544,5,2,1
463,61,North,45,420.3313007996687,7,25,0
464,22,West,23,144.3888264576566,3,23,0
465,56,North,47,220.56220679859382,7,29,0
466,21,East,31,488.05582548927794,1,21,0
467,23,East,11,201.57822583749646,9,9,0
468,62,East,10,183.42040157749187,8,8,0
469,49,West,3,463.19359983024884,8,25,0
470,69,South,54,99.83680039353115,7,19,1
471,47,South,14,391.8120845515843,9,7,0
472,64,East,16,494.6295049937483,9,9,0
473,52,South,10,455.58320484859195,0,18,0
474,57,South,29,343.25056341789167,1,2,0
475,69,West,10,191.3273577467294,5,23,0
476,33,North,12,164.44489153024253,9,4,1
477,30,East,30,418.6647971921575,4,2,1
478,67,East,41,445.9198612782629,8,25,1
479,59,West,1,286.4457106455618,4,26,0
480,47,West,5,159.95297335390978,1,15,0
481,36,South,20,100.82444378502811,9,16,0
482,34,East,8,89.23076052432403,3,14,1
483,36,North,43,373.58485130923503,8,2,1
484,45,West,12,239.05342753147625,0,11,0
485,43,North,1,457.41194342504167,0,8,0
486,54,North,57,382.85208532704365,6,20,0
487,43,East,54,136.06718806156402,2,11,0
488,40,East,20,326.1998384670646,9,25,0
489,26,West,28,245.9774544791717,1,14,0
490,29,East,57,309.7623788458759,8,1,1
491,18,East,43,382.13110550233273,2,22,0
492,18,East,37,412.78814645170587,1,17,0
493,64,North,47,429.6817968830259,7,19,0
494,51,West,37,164.28869355741114,9,11,0
495,49,South,12,64.00201996281096,5,22,0
496,65,North,37,382.6826308241479,5,3,0
497,42,East,49,97.85467681509857,9,22,0
498,57,North,49,191.71381487583545,6,15,1
499,62,East,56,51.717710355956214,6,22,1
500,18,East,44,356.751267080729,5,15,0
501,33,North,56,125.20940516204956,3,0,0
502,56,West,28,344.8770843612462,8,21,0
503,22,East,47,496.28417772552746,5,24,0
504,39,West,15,82.70189222450733,3,1,0
505,46,South,6,84.68510537815732,2,29,0
506,20,East,44,203.1710417000037,3,2,0
507,29,West,59,439.87393141310395,2,25,0
508,43,West,20,146.98844095609934,1,20,0
509,33,South,50,212.1700189686564,4,24,0
510,68,West,14,80.8274329821408,1,19,1
511,54,West,2,393.41988106650024,5,16,0
512,39,South,9,233.73785424175298,2,19,0
513,46,East,37,391.6619298773793,5,21,0
514,31,West,20,456.6235299560578,9,20,0
515,45,West,26,154.74341619557993,8,29,0
516,22,West,29,413.3282136529781,0,28,0
517,64,North,1,76.59225053521398,5,0,1
518,66,South,55,454.4813246811113,8,19,1
519,47,North,35,342.8458464014363,3,5,0
520,63,South,6,443.4020258622582,1,28,0
521,69,East,37,50.08477980046185,3,14,0
522,22,East,53,126.08648166019663,0,25,0
523,29,West,59,225.39172434192145,2,25,0
524,33,South,5,220.77630651862336,9,13,0
525,43,East,33,152.0286723155798,8,19,0
526,43,South,49,221.72537294024005,9,14,1
527,65,East,51,107.98192040011467,4,13,0
528,38,North,14,235.74250816971173,5,24,0
529,56,East,12,411.0594481216689,2,20,0
530,53,North,42,265.581528396508,4,23,0
531,50,East,20,58.10004002534674,7,24,1
532,47,West,53,239.64981871066135,5,25,0
533,54,North,50,62.22875724087987,3,4,0
534,40,East,24,484.8095348180592,1,5,0
535,27,West,59,107.35428174029104,8,16,0
536,22,North,43,368.4597468487784,0,10,0
537,53,West,34,487.7493453014386,0,15,0
538,51,South,25,421.71757324995735,3,11,0
539,69,South,50,364.69191880679165,6,14,0
540,48,North,29,427.7574092753451,0,22,0
541,27,East,57,491.8094119672824,8,3,1
542,36,North,39,329.6050237640883,3,26,0
543,49,West,31,301.6331630731969,2,17,0
544,18,East,56,332.7071497084766,0,20,0
545,22,South,47,289.7041490426997,9,27,0
546,62,East,43,335.79009765937343,3,2,1
547,21,South,50,252.42899358765166,8,21,1
548,33,East,23,148.29943229748818,9,7,1
549,41,East,44,104.11125193025404,5,22,0
550,33,East,38,80.75342098951718,5,2,1
551,19,West,20,168.49210268894004,0,7,0
552,66,West,23,70.75560395108022,9,17,1
553,45,North,45,305.2268509637235,1,9,0
554,49,North,52,177.72280116058414,5,24,0
555,44,South,16,421.04066363916445,1,19,0
556,37,West,50,83.4083928447739,2,16,0
557,41,South,42,151.85817245366866,3,7,0
558,29,North,55,378.61076619056564,4,22,0
559,67,South,8,319.46373337257114,8,10,0
560,52,North,50,79.0210720621254,3,28,0
561,50,West,21,444.75775572299017,8,4,1
562,50,East,1,444.76779327178076,9,25,0
563,68,West,55,198.68360174409824,2,12,0
564,60,South,8,203.1826295073041,7,20,0
565,54,South,29,495.06276125757825,0,22,0
566,29,West,32,331.7792772169122,8,4,1
567,20,West,38,289.0924342556266,8,23,1
568,18,North,5,427.168482598366,9,26,0
569,50,South,47,178.3806522607924,1,12,0
570,57,South,22,243.1321670283606,3,5,0
571,27,West,47,170.49950396975038,7,28,1
572,60,East,34,405.12238096492916,6,4,1
573,61,South,1,308.0072055358481,0,8,0
574,46,East,55,346.4712815630317,4,26,0
575,30,West,55,163.53826242773295,6,15,0
576,29,West,26,149.1013856197918,3,1,0
577,48,North,43,269.7685830423224,0,0,1
578,63,South,10,381.90458709177204,8,7,0
579,19,East,30,286.35789088407205,4,27,0
580,68,North,50,64.69055489555087,1,18,1
581,67,South,18,440.84817784412996,7,29,0
582,52,North,17,79.10910208180921,1,10,0
583,40,West,26,480.12101767433853,2,27,0
584,34,South,8,61.31388122477273,9,11,0
585,43,North,47,362.50270525881893,0,11,0
586,25,North,40,86.99317867030175,1,6,0
587,46,East,49,459.80446074581283,6,25,1
588,43,North,12,258.99495630149426,9,12,0
589,27,South,27,111.88569866765692,1,26,0
590,43,South,8,203.36706490543096,5,7,0
591,51,East,25,124.17110390604292,2,28,0
592,68,South,46,126.7618602006905,3,28,0
593,58,West,4,476.648744077149,7,21,1
594,24,South,33,250.36075052815468,2,27,0
595,21,South,1,404.9610187574118,9,25,0
596,67,North,19,337.82250252995686,5,29,0
597,62,North,31,354.3918630522765,0,8,0
598,28,South,16,109.26204731241734,6,6,0
599,46,East,14,155.38300106696855,7,25,0
600,53,North,53,404.0376508194966,7,20,0
601,42,East,48,486.8447929136523,2,23,0
602,38,South,5,168.2040391693933,9,14,1
603,53,South,41,172.20594413796795,0,1,0
604,27,West,26,262.8037097649072,8,22,0
605,54,North,28,492.728140784947,5,19,0
606,26,South,2,171.03152562191198,8,24,0
607,41,West,50,233.13735933541875,6,11,0
608,52,North,6,451.16600703057804,0,0,0
609,66,South,9,51.314464679612904,0,22,0
610,52,South,33,67.8946842448563,5,21,1
611,65,North,41,321.83225468204864,4,7,0
612,53,North,25,458.32107412078113,8,4,0
613,35,North,48,157.48549718086744,1,14,0
614,66,South,13,261.3387986063191,7,0,1
615,56,South,9,252.70938574601823,4,0,0
616,49,West,53,262.8371057429796,1,24,0
617,41,East,13,330.13386307838533,9,9,0
618,40,North,31,261.3846933458077,5,21,0
619,49,South,41,251.36066359510602,9,9,0
620,54,South,11,263.4297891940672,7,20,0
621,29,North,4,315.8903485719687,3,14,0
622,66,East,34,291.65336975811124,1,16,0
623,30,North,38,434.36119894272696,4,21,0
624,40,East,46,72.27358407214997,1,5,0
625,42,South,4,424.9926821628556,1,2,0
626,52,East,38,429.76607567527583,5,12,0
627,58,West,19,178.20860968893237,9,15,1
628,47,South,6,258.2833797571328,8,7,0
629,34,West,34,247.34231984184598,3,29,0
630,66,North,18,148.32942545935862,5,14,0
631,37,North,13,228.5585811888424,6,16,0
632,65,North,41,69.9744974768845,5,16,0
633,42,East,23,175.0199327517805,7,21,0
